oid	acr	dyadid	sideb	sdate	edate	periods	supp1	supp2	supp3	rs	cl	tk	gs	tc	lsupp	riv	cinc	rdem	gwno	alls	rgdpch	POLITY	noactors	mg
SAL-1979	SAL	2200.2-5	PRTC	1979-10-01	1980-09-01	1	1	1	1	much weaker	0	1	1	0	0	1	0.0004717	-1.8	92	26	4301.73	-88	5	1
SAL-1979	SAL	2200.2-2	FAL	1979-10-01	1980-09-01	1	1	1	1	much weaker	0	1	1	0	0	1	0.0004717	-1.8	92	26	4301.73	-88	5	1
SAL-1979	SAL	2200.2-4	FPL	1979-10-01	1980-09-01	1	1	1	1	much weaker	0	1	1	0	0	1	0.0004717	-1.8	92	26	4301.73	-88	5	1
SAL-1979	SAL	2200.2-3	FARN	1979-10-01	1980-09-01	1	1	1	1	much weaker	0	1	1	0	0	1	0.0004717	-1.8	92	26	4301.73	-88	5	1
SAL-1979	SAL	2200.2-1	ERP	1979-10-01	1991-12-31	2	1	1	1	much weaker	0	1	1	0	0	1	0.0004717	-1.8	92	26	4301.73	-88	5	1
SEN-1990	SEN	2820-1	MFDC	1990-09-01	2004-12-31	1	1	0	.	weak	.	0	1	1	0	1	0.0006726	-5.625	433	15	1441.95	-1	1	0
SIE-1991	SIE	2890.1-1	RUF	1991-03-23	2000-11-10	2	1	1	1	weak	0	0	1	1	0	0	0.000251	-4.429	451	13	1076.14	-6	3	1
SIE-1997	SIE	2890.1-2	AFRC	1997-05-25	1998-03-10	1	0	0	0	parity	0	0	1	0	0	0	0.0002511	-0.286	451	13	802.63	-77	3	1
SIE-1998	SIE	2890.1-4	Kamajors	1998-03-10	1999-12-31	1	0	0	0	parity	0	0	0	0	0	0	0.0002429	-2.429	451	13	722.57	-77	3	1
SOM-1978	SOM	2410.1-1	Military Faction	1978-04-09	1978-04-09	1	0	0	0	weak	.	0	0	0	0	1	0.0006952	-7.167	520	20	1442.48	-7	6	1
SOM-1980	SOM	2410.1-2	SSDF	1980-01-01	1991-12-31	1	0	0	0	weak	1	0	0	0	0	1	0.0007167	-7	520	19	1132.81	-7	6	1
SOM-1982	SOM	2410.1-3	SNM	1982-01-01	1991-12-31	1	0	0	0	weak	1	0	0	1	0	1	0.0007296	-7.167	520	19	1199.09	-7	6	1
SOM-1989	SOM	2410.1-5	SPM	1989-01-01	1991-12-31	1	0	0	0	weak	0	0	0	0	0	0	0.0006571	-7	520	19	1000.24	-7	6	1
SOM-1989	SOM	2410.1-4	USC	1989-01-01	1991-01-29	1	0	0	0	much weaker	0	0	0	0	0	0	0.0006571	-7	520	19	1000.24	-7	6	1
SOM-1991	SOM	2410.1-6	USC Faction	1991-01-29	1996-12-31	1	0	0	0	parity	1	0	1	1	0	0	0.0005019	-8	520	19	1014.84	-77	6	1
SOM-2001	SOM	2410.2-1	SRRC	2001-05-12	2002-12-31	1	1	1	1	weak	0	0	1	0	0	0	0.000479	-1.167	520	20	679.99	-77	1	0
SPN-1980	SPN	2480.1-1	ETA	1980-02-01	1981-12-31	1	0	0	0	much weaker	1	1	1	0	0	1	0.01169	2	230	1	12048.61	9	1	0
SPN-1987	SPN	2480.2-1	ETA	1987-06-19	1987-12-31	1	0	0	0	much weaker	1	1	1	0	0	1	0.0102457	2.4	230	15	13582.88	10	1	0
SPN-1991	SPN	2480.3-1	ETA	1991-01-02	1992-10-25	1	0	0	0	much weaker	1	1	1	0	0	1	0.0110946	3.8	230	15	15752.66	10	1	0
SRI-1971	SRI	2170.1-1	JVP	1971-04-05	1971-06-19	1	0	0	0	weak	1	0	1	0	0	0	0.0009508	9	780	0	1290.34	8	1	0
SRI-1983	SRI	2580-1	LTTE	1983-07-01	2004-12-31	2	1	1	1	weak	1	1	0	1	0	0	0.0009548	8	780	0	2081.32	5	3	1
SRI-1983	SRI	2580-2	TELO	1983-07-01	1988-12-31	1	0	0	0	much weaker	.	1	0	0	0	0	0.0009548	8	780	0	2081.32	5	3	1
SRI-1983	SRI	2580-3	PLOTE	1983-07-01	1988-12-31	1	0	0	0	much weaker	.	1	0	0	0	0	0.0009548	8	780	0	2081.32	5	3	1
SRI-1989	SRI	2170.2-1	JVP	1989-01-01	1989-11-13	1	0	0	0	weak	0	0	1	0	0	0	0.001011	8	780	0	2520.53	5	1	0
SUD-1963	SUD	1850.1-1	Anya Nya	1963-01-01	1972-01-31	1	1	1	1	weak	.	0	0	1	0	1	0.0008834	-5	625	12	997.59	-7	1	0
SUD-1971	SUD	2130.1-1	Sudanese Communist Party	1971-07-19	1971-07-22	1	0	0	0	weak	0	0	0	0	0	1	0.0012507	-7.5	625	13	1017.68	-7	1	0
SUD-1976	SUD	2130.2-1	Islamic Charter Front	1976-07-02	1976-07-11	1	1	0	.	weak	.	1	1	0	0	1	0.0014361	-7.1	625	20	1188.3	-7	1	0
SUD-1983	SUD	1850.2-1	SPLM	1983-05-17	2004-12-31	2	1	1	1	weak	0	1	1	1	0	1	0.0018454	-6.6	625	20	988.25	-7	2	1
SUD-1991	SUD	1850.2-2	Faction of SPLM	1991-01-01	1997-04-21	1	0	0	0	much weaker	0	0	1	1	0	1	0.0019351	-7.9	625	19	1087.91	-7	2	1
SUR-1986	SUR	2630-1	SLA/Jungle Commando	1986-07-01	1988-12-31	1	0	0	0	weak	0	0	0	0	0	0	5.97e-05	3	115	30	4872.79	-5	1	0
SYR-1966	SYR	2020.1-1	Military Faction	1966-02-23	1966-02-23	1	0	0	0	strong	1	0	0	0	0	1	0.0014102	-3.8	652	12	962.42	-7	1	0
SYR-1979	SYR	2020.2-1	Muslim Brotherhood	1979-06-16	1982-02-15	1	1	0	.	weak	.	1	1	1	0	1	0.0029794	-3.4	652	19	1787.61	-9	1	0
TAJ-1992	TAJ	3020-1	UTO	1992-06-29	1996-12-23	1	0	0	0	weak	0	1	1	0	0	0	0.0003815	-3.125	702	5	2415.21	-6	2	1
TAJ-1998	TAJ	3020-2	Movement for Peace in Tajikistan	1998-11-04	1998-11-09	1	0	0	0	weak	0	0	0	0	0	0	0.0004073	-2.875	702	9	1199.05	-1	2	1
THI-1951	THI	1430.1-1	Military Faction [Navy]	1951-06-30	1951-07-01	1	0	0	0	weak	1	0	0	0	0	1	0.003081	0	800	0	1029.22	-3	1	0
THI-1974	THI	1430.2-1	CPT	1974-10-01	1982-04-15	1	1	1	1	weak	0	0	1	0	0	1	0.0043294	-5.25	800	5	1975.03	3	1	0
TOG-1986	TOG	2640.1-1	MTD	1986-09-23	1986-09-24	1	1	0	.	weak	0	0	1	0	0	1	0.0002085	-7.286	461	15	872.89	-7	1	0
TOG-1991	TOG	2640.2-1	Military Faction	1991-11-28	1991-11-28	1	0	0	0	parity	1	0	0	0	0	1	0.0002349	-5.857	461	15	892.07	-88	1	0
TRI-1990	TRI	2850-1	Jamaat al-Muslimeen	1990-07-27	1990-08-01	1	0	0	0	weak	0	0	1	0	0	0	0.0004201	1	52	31	9062.82	9	1	0
TUN-1980	TUN	2490-1	Resistance Armee Tunisienne	1980-01-27	1980-01-27	1	0	0	0	weak	.	0	1	0	0	0	0.0007248	-2.667	616	19	4249.51	-9	1	0
TUR-1984	TUR	2600-1	PKK/Kadek	1984-08-15	2004-12-31	1	1	1	1	weak	0	1	1	0	0	1	0.0107801	-4.429	640	15	3931.35	7	1	0
TUR-1991	TUR	2900-1	Devrimci Sol	1991-07-13	1992-10-07	1	1	0	.	much weaker	1	0	1	0	0	1	0.0135511	0.75	640	15	4742.34	9	1	0
UGA-1971	UGA	2180.1-1	Military Faction	1971-01-25	1971-01-25	1	0	0	0	strong	1	0	0	0	0	1	0.000735	-7.25	500	0	1023.83	-7	1	0
UGA-1972	UGA	2180.2-1	UPA	1972-09-17	1972-10-07	1	1	1	1	weak	.	0	0	0	0	1	0.0007266	-7.25	500	1	1064.81	-7	2	1
UGA-1974	UGA	2180.2-2	Military Faction	1974-03-23	1977-12-31	1	0	0	0	much weaker	.	0	0	0	0	1	0.0008042	-7.625	500	1	1038.17	-7	2	1
UGA-1978	UGA	2180.3-1	UNLA	1978-10-29	1979-05-15	1	1	1	1	weak	.	0	1	0	0	1	0.000729	-7.25	500	1	968.47	-7	1	0
UGA-1981	UGA	2180.4-1	UNRF	1981-01-01	1986-12-06	1	.	.	.	weak	.	.	.	1	0	0	0.0007007	-7.125	500	0	665.01	3	4	1
UGA-1981	UGA	2180.4-3	UFM/UFDM	1981-02-09	1986-01-29	1	.	.	.	much weaker	.	.	.	0	0	0	0.0007007	-7.125	500	0	665.01	3	4	1
UGA-1981	UGA	2180.4-2	UPM/NRA	1981-02-06	1986-01-29	1	0	0	0	weak	1	0	0	1	0	0	0.0007007	-7.125	500	0	665.01	3	4	1
UGA-1982	UGA	2180.4-4	UPF	1982-01-07	1986-01-29	1	.	.	.	.	0	.	.	0	0	0	0.0007329	-7.25	500	0	702.67	3	4	1
UGA-1986	UGA	2180.5-1	UPDA	1986-04-01	1990-12-31	1	0	0	0	weak	0	0	0	0	0	1	0.000766	-5.625	500	0	672.18	-7	7	1
UGA-1987	UGA	2180.5-4	UPA	1987-12-03	1988-12-31	1	0	0	0	weak	0	0	0	0	0	1	0.0008366	-5.625	500	0	646.22	-7	7	1
UGA-1987	UGA	2180.5-3	FOBA	1987-01-01	1988-12-31	1	.	.	.	weak	.	.	.	0	0	1	0.0008366	-5.625	500	0	646.22	-7	7	1
UGA-1987	UGA	2180.5-2	HSM	1987-01-01	1989-12-31	1	0	0	0	much weaker	1	0	0	0	0	1	0.0008366	-5.625	500	0	646.22	-7	7	1
UGA-1989	UGA	2180.5-5	Faction of UPDA	1989-05-30	1990-12-31	1	0	0	0	weak	.	0	0	0	0	1	0.0009301	-7.375	500	0	672.59	-7	7	1
UGA-1989	UGA	2180.5-7	UPA	1989-01-01	1991-12-31	1	0	0	0	much weaker	0	0	0	1	0	1	0.0009301	-7.375	500	0	672.59	-7	7	1
UGA-1990	UGA	2180.5-6	UDCM/UPDCA	1990-12-31	1991-12-31	1	0	0	0	much weaker	1	0	0	0	0	1	0.0010505	-7.25	500	0	709	-7	7	1
UGA-1994	UGA	2180.6-1	LRA	1994-01-01	2004-12-31	2	1	1	1	weak	1	0	1	0	0	1	0.0011945	-6.125	500	0	898.19	-4	3	1
UGA-1996	UGA	2180.6-3	ADF	1996-12-31	2004-12-31	1	0	0	0	weak	.	0	1	0	0	1	0.0011642	-3.5	500	0	908.41	-4	3	1
UGA-1996	UGA	2180.6-2	WNBF	1996-05-01	1996-12-31	1	0	0	0	much weaker	.	0	0	0	0	1	0.0011642	-3.5	500	0	908.41	-4	3	1
UKG-1946	UKG	1080-1	IZL [Etzel]	1946-01-01	1946-12-31	1	1	1	1	weak	1	1	0	0	0	0	0.1161727	9.667	200	5	8081.85	10	1	0
UKG-1948	UKG	1310-1	Communist Party of Malaya	1948-06-19	1957-08-30	1	0	0	0	weak	0	0	1	1	0	0	0.075426	9.667	200	10	8081.85	10	1	0
UKG-1948	UKG	1330.1-1	Opposition coalition	1948-02-22	1948-03-15	1	0	0	0	strong	0	0	0	1	0	0	0.075426	9.667	200	7	8081.85	10	1	0
UKG-1952	UKG	1440-1	Mau Mau	1952-10-22	1956-12-31	1	0	0	0	weak	0	0	0	0	0	0	0.0575088	10	200	17	8289.3	10	1	0
UKG-1955	UKG	1510-1	EOKA	1955-06-02	1959-12-31	1	0	0	0	much weaker	0	1	0	0	0	0	0.0505932	10	200	24	9357.28	10	1	0
UKG-1957	UKG	1610-1	State of Oman/Free Oman	1957-07-01	1957-08-12	1	0	0	0	weak	0	0	1	1	0	0	0.0473576	10	200	24	9586.83	10	1	0
UKG-1962	UKG	1760-1	North Kalimantan Liberation Army	1962-12-08	1962-12-20	1	0	0	0	much weaker	0	0	0	0	0	0	0.0377523	9.286	200	32	10519.76	10	1	0
UKG-1964	UKG	1890-2	FLOSY	1964-11-25	1967-11-30	1	1	1	1	much weaker	0	0	0	0	0	0	0.0369497	9.286	200	25	11379.43	10	2	1
UKG-1964	UKG	1890-1	NLF	1964-11-25	1967-11-30	1	0	0	0	weak	0	0	0	1	0	0	0.0369497	9.286	200	25	11379.43	10	2	1
UKG-1970	UKG	2190.1-1	PIRA/IRA	1970-08-11	1993-12-15	1	1	1	1	much weaker	1	1	0	0	0	0	0.0293713	9.714	200	25	12848.8	10	1	0
UKG-1998	UKG	2190.2-1	Real IRA	1998-08-15	1998-08-15	1	0	0	0	much weaker	0	1	0	0	0	0	0.0254735	9.857	200	22	23180.89	10	1	0
URU-1972	URU	2230-1	MLN  or Tupamaros	1972-01-28	1972-11-15	1	0	0	0	weak	1	0	0	0	0	0	0.0006278	-8.667	165	22	6146.82	-88	1	0
USA-1950	USA	1410-1	Puerto Rican Nationalist Party	1950-10-30	1950-11-04	1	0	0	0	weak	0	1	0	0	0	0	0.284443	-0.5	2	31	11233.41	10	1	0
USA-2001	USA	3270-1	al-Qaida [The Base]	2001-09-11	2002-12-31	1	.	.	.	much weaker	0	1	1	0	0	1	0.1497016	5.6	2	56	34162.9	10	1	0
UZB-2000	UZB	3240-1	MIU	2000-01-01	2000-12-31	1	0	0	0	weak	0	1	1	0	0	1	0.0031214	-3.4	704	14	3543.24	-9	1	0
VEN-1962	VEN	1800.1-1	Military Faction	1962-06-02	1962-06-03	1	0	0	0	much weaker	1	0	0	0	0	1	0.0065037	6	101	19	6383.52	6	1	0
VEN-1992	VEN	1800.2-1	Military Faction	1992-02-04	1992-11-29	1	0	0	0	weak	1	0	0	0	0	1	0.0049522	7.333	101	33	8365.83	8	1	0
YEM-1986	YEM	2650-1	Faction of Yemenite Socialist Party	1986-01-13	1986-01-23	1	0	0	0	strong	1	0	0	0	0	1	0.0005683	-5.5	678	19	2263.57	-6	1	0
YEM-1994	YEM	3100-1	Democratic Republic of Yemen	1994-04-27	1994-07-07	1	1	1	1	weak	1	0	1	1	0	1	0.0013541	-8.375	678	0	1051.76	-2	1	0
YPR-1962	YPR	1330.2-1	Royalists	1962-10-01	1970-03-15	1	1	1	1	weak	0	0	1	0	0	0	0.0001274	-5	680	0	392	-5	1	0
YPR-1980	YPR	1330.3-1	National Democratic Front	1980-05-01	1982-05-31	1	1	1	1	much weaker	0	0	1	0	0	0	0.0003646	-8	680	20	590	-8	1	0
YUG-1991	YUG	2920-1	Republic of Croatia	1991-06-26	1991-12-15	1	0	0	0	weak	1	1	0	1	0	1	0.0038432	7.176	.	0	3921.23	-5	2	1
YUG-1991	YUG	2920-2	Croatian irregulars	1991-06-26	1991-12-15	1	.	.	.	much weaker	.	.	.	0	0	1	0.0038432	7.176	.	0	3921.23	-5	2	1
YUG-1991	YUG	2910-1	Republic of Slovenia	1991-06-27	1991-07-15	1	0	0	0	weak	1	1	0	1	0	1	0.0038432	7.176	.	0	3921.23	-5	1	0
YUG-1998	YUG	3210-1	UCK	1998-02-28	1999-06-03	1	1	1	1	weak	1	1	0	1	0	1	0.0023591	6.529	.	0	2578.26	-6	1	0
ZIM-1972	ZIM	2220-2	ZAPU	1972-12-01	1979-11-18	2	1	1	1	much weaker	0	1	0	0	0	1	0.0007088	-2.667	552	0	3265.71	4	2	1
ZIM-1972	ZIM	2220-1	ZANU	1972-12-01	1979-11-18	2	1	1	1	much weaker	1	1	0	0	0	1	0.0007088	-2.667	552	0	3265.71	4	2	1
